id,text,search_text,keywords,disease,crop,section_type,section_title,rescued,doc,page
120,"Pycnidia (Fruiting Bodies): A key diagnostic feature is the presence of tiny black specks (pycnidia) in the light-colored center of the spots, visible with a hand lens.","Tomato Septoria Leaf Spot - Symptoms (Early & Advanced Stages): Pycnidia (Fruiting Bodies): A key diagnostic feature is the presence of tiny black specks (pycnidia) in the light-colored center of the spots, visible with a hand lens.",[],tomato_septoria_leaf_spot,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Septoria_Leaf_Spot_RAG.pdf,2
121,"Tomato Septoria Leaf Spot: Progression: Heavily infected leaves turn yellow, wither, and eventually fall off. The disease quickly moves up the canopy.","Tomato Septoria Leaf Spot - Symptoms (Early & Advanced Stages): Progression: Heavily infected leaves turn yellow, wither, and eventually fall off. The disease quickly moves up the canopy. Heavily infected",['Heavily infected'],tomato_septoria_leaf_spot,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Septoria_Leaf_Spot_RAG.pdf,2
122,"Sanitation & Rotation: Remove and destroy infected plant debris at the end of the season. Rotate crops, avoiding tomatoes or other solanaceous crops in the same spot for 3 years.","Tomato Septoria Leaf Spot - Prevention & Cultural Practices: Sanitation & Rotation: Remove and destroy infected plant debris at the end of the season. Rotate crops, avoiding tomatoes or other solanaceous crops in the same spot for 3 years. Remove and Rotate crops","['Remove and', 'Rotate crops']",tomato_septoria_leaf_spot,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Septoria_Leaf_Spot_RAG.pdf,2
123,Mulching & Watering: Apply a thick layer of mulch to prevent soilborne spores from splashing onto foliage. Water at the base of the plant using drip irrigation; keep leaves dry.,Tomato Septoria Leaf Spot - Prevention & Cultural Practices: Mulching & Watering: Apply a thick layer of mulch to prevent soilborne spores from splashing onto foliage. Water at the base of the plant using drip irrigation; keep leaves dry.,[],tomato_septoria_leaf_spot,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Septoria_Leaf_Spot_RAG.pdf,2
124,Tomato Septoria Leaf Spot: Airflow: Stake or cage plants and space them adequately to promote rapid drying of foliage.,Tomato Septoria Leaf Spot - Prevention & Cultural Practices: Airflow: Stake or cage plants and space them adequately to promote rapid drying of foliage.,[],tomato_septoria_leaf_spot,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Septoria_Leaf_Spot_RAG.pdf,2
125,"Fungicides: Preventative fungicide applications are highly effective. Protectants like Chlorothalonil, Mancozeb, and Copper fungicides should be applied when conditions favor the disease, or at the first sign of leaf spots.","Tomato Septoria Leaf Spot - Treatment & Solutions (Chemical & Biological): Fungicides: Preventative fungicide applications are highly effective. Protectants like Chlorothalonil, Mancozeb, and Copper fungicides should be applied when conditions favor the disease, or at the first sign of leaf spots. Copper fungicides Preventative fungicide Protectants like chlorothalonil copper mancozeb","['Copper fungicides', 'Preventative fungicide', 'Protectants like', 'chlorothalonil', 'copper', 'mancozeb']",tomato_septoria_leaf_spot,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Septoria_Leaf_Spot_RAG.pdf,2
126,Tomato Septoria Leaf Spot: Pruning: Immediately remove and destroy early infected lower leaves to slow the upward spread of spores.,Tomato Septoria Leaf Spot - Treatment & Solutions (Chemical & Biological): Pruning: Immediately remove and destroy early infected lower leaves to slow the upward spread of spores. Immediately remove,['Immediately remove'],tomato_septoria_leaf_spot,tomato,treatment,Treatment & Solutions (Chemical & Biological),True,Tomato_Septoria_Leaf_Spot_RAG.pdf,2
127,Tomato Spider Mites: Common Name: Two-Spotted Spider Mite,Tomato Spider Mites - Disease Name & Target Crop: Common Name: Two-Spotted Spider Mite,[],tomato_spider_mites,tomato,identity,Disease Name & Target Crop,True,Tomato_Spider_Mites_RAG.pdf,1
128,Tomato Spider Mites: Target Crop: Tomato (Solanum lycopersicum),Tomato Spider Mites - Disease Name & Target Crop: Target Crop: Tomato (Solanum lycopersicum) Solanum lycopersicum,['Solanum lycopersicum'],tomato_spider_mites,tomato,identity,Disease Name & Target Crop,True,Tomato_Spider_Mites_RAG.pdf,1
129,"Tomato Spider Mites: Tetranychus urticae (Arachnid/Pest, not a pathogen)","Tomato Spider Mites - Scientific Name (Pathogen): Tetranychus urticae (Arachnid/Pest, not a pathogen) Tetranychus urticae",['Tetranychus urticae'],tomato_spider_mites,tomato,pathogen,Scientific Name (Pathogen),True,Tomato_Spider_Mites_RAG.pdf,1
130,"Spider mites are not insects, but tiny eight-legged arachnids that feed by piercing plant cells and sucking out the contents. They are a major pest of tomatoes, capable of multiplying explosively and causing severe damage or plant death, especially during hot, dry weather.","Tomato Spider Mites - Disease Overview: Spider mites are not insects, but tiny eight-legged arachnids that feed by piercing plant cells and sucking out the contents. They are a major pest of tomatoes, capable of multiplying explosively and causing severe damage or plant death, especially during hot, dry weather. Spider mites They are","['Spider mites', 'They are']",tomato_spider_mites,tomato,overview,Disease Overview,False,Tomato_Spider_Mites_RAG.pdf,1
131,"Environment (Primary Driver): Spider mite populations explode in hot, dry, dusty conditions. Drought-stressed plants are particularly vulnerable.","Tomato Spider Mites - Causes & Transmission Vectors: Environment (Primary Driver): Spider mite populations explode in hot, dry, dusty conditions. Drought-stressed plants are particularly vulnerable. Spider mite",['Spider mite'],tomato_spider_mites,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Spider_Mites_RAG.pdf,1
132,"Transmission: Mites are easily carried on the wind (via silk threads), on clothing, tools, or by pets and wildlife moving through the garden.","Tomato Spider Mites - Causes & Transmission Vectors: Transmission: Mites are easily carried on the wind (via silk threads), on clothing, tools, or by pets and wildlife moving through the garden. Mites are",['Mites are'],tomato_spider_mites,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Spider_Mites_RAG.pdf,1
133,"Tomato Spider Mites: Overwintering: Females overwinter in soil debris, bark crevices, or on perennial weeds.","Tomato Spider Mites - Causes & Transmission Vectors: Overwintering: Females overwinter in soil debris, bark crevices, or on perennial weeds. Females overwinter",['Females overwinter'],tomato_spider_mites,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Spider_Mites_RAG.pdf,1
134,Tomato Spider Mites: Stippling: Initial feeding causes tiny yellow or white speckles (stippling) on the upper surface of the leaves.,Tomato Spider Mites - Symptoms (Early & Advanced Stages): Stippling: Initial feeding causes tiny yellow or white speckles (stippling) on the upper surface of the leaves. Initial feeding,['Initial feeding'],tomato_spider_mites,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Spider_Mites_RAG.pdf,1
135,"Tomato Spider Mites: Webbing: As populations grow, fine, silk-like webbing becomes visible on the undersides of leaves and at the junction of leaf stems.","Tomato Spider Mites - Symptoms (Early & Advanced Stages): Webbing: As populations grow, fine, silk-like webbing becomes visible on the undersides of leaves and at the junction of leaf stems.",[],tomato_spider_mites,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Spider_Mites_RAG.pdf,1
136,"Tomato Spider Mites: Advanced Damage: Leaves eventually turn bronze, yellow, or gray, become dry and brittle, and fall off. Plant growth is severely stunted.","Tomato Spider Mites - Symptoms (Early & Advanced Stages): Advanced Damage: Leaves eventually turn bronze, yellow, or gray, become dry and brittle, and fall off. Plant growth is severely stunted. Leaves eventually Plant growth","['Leaves eventually', 'Plant growth']",tomato_spider_mites,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Spider_Mites_RAG.pdf,1
137,Moisture Management: Keep plants adequately watered to prevent drought stress. Regularly washing plants with a strong stream of water can physically remove mites and destroy their webbing.,Tomato Spider Mites - Prevention & Cultural Practices: Moisture Management: Keep plants adequately watered to prevent drought stress. Regularly washing plants with a strong stream of water can physically remove mites and destroy their webbing. Keep plants Regularly washing,"['Keep plants', 'Regularly washing']",tomato_spider_mites,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Spider_Mites_RAG.pdf,2
138,Tomato Spider Mites: Dust Control: Spider mites thrive in dusty conditions. Keep pathways watered down or mulched.,Tomato Spider Mites - Prevention & Cultural Practices: Dust Control: Spider mites thrive in dusty conditions. Keep pathways watered down or mulched. Keep pathways Spider mites,"['Keep pathways', 'Spider mites']",tomato_spider_mites,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Spider_Mites_RAG.pdf,2
139,Tomato Spider Mites: Weed Control: Eliminate broadleaf weeds around the garden that can harbor mite populations.,Tomato Spider Mites - Prevention & Cultural Practices: Weed Control: Eliminate broadleaf weeds around the garden that can harbor mite populations. Eliminate broadleaf,['Eliminate broadleaf'],tomato_spider_mites,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Spider_Mites_RAG.pdf,2
140,"Tomato Spider Mites: Biological Control: Introduce predatory mites, such as Phytoseiulus persimilis, which actively hunt and consume spider mites.","Tomato Spider Mites - Treatment & Solutions (Chemical & Biological): Biological Control: Introduce predatory mites, such as Phytoseiulus persimilis, which actively hunt and consume spider mites. Introduce predatory Phytoseiulus persimilis phytoseiulus","['Introduce predatory', 'Phytoseiulus persimilis', 'phytoseiulus']",tomato_spider_mites,tomato,treatment,Treatment & Solutions (Chemical & Biological),True,Tomato_Spider_Mites_RAG.pdf,2
141,"Horticultural Oils & Soaps: Neem oil, horticultural oils, and insecticidal soaps are effective but must thoroughly coat the undersides of the leaves to smother the mites. Do not apply oils in extreme heat (above 90°F) to avoid leaf burn.","Tomato Spider Mites - Treatment & Solutions (Chemical & Biological): Horticultural Oils & Soaps: Neem oil, horticultural oils, and insecticidal soaps are effective but must thoroughly coat the undersides of the leaves to smother the mites. Do not apply oils in extreme heat (above 90°F) to avoid leaf burn. Neem oil neem","['Neem oil', 'neem']",tomato_spider_mites,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Spider_Mites_RAG.pdf,2
142,"Miticides: Chemical miticides (acaricides) can be used for severe infestations, but mites rapidly develop resistance, so modes of action must be rotated.","Tomato Spider Mites - Treatment & Solutions (Chemical & Biological): Miticides: Chemical miticides (acaricides) can be used for severe infestations, but mites rapidly develop resistance, so modes of action must be rotated. Chemical miticides",['Chemical miticides'],tomato_spider_mites,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Spider_Mites_RAG.pdf,2
143,Tomato Target Spot: Common Name: Target Spot,Tomato Target Spot - Disease Name & Target Crop: Common Name: Target Spot,[],tomato_target_spot,tomato,identity,Disease Name & Target Crop,True,Tomato_Target_Spot_RAG.pdf,1
144,Tomato Target Spot: Target Crop: Tomato (Solanum lycopersicum),Tomato Target Spot - Disease Name & Target Crop: Target Crop: Tomato (Solanum lycopersicum) Solanum lycopersicum,['Solanum lycopersicum'],tomato_target_spot,tomato,identity,Disease Name & Target Crop,True,Tomato_Target_Spot_RAG.pdf,1
145,Tomato Target Spot: Corynespora cassiicola (Fungus),Tomato Target Spot - Scientific Name (Pathogen): Corynespora cassiicola (Fungus) Corynespora cassiicola,['Corynespora cassiicola'],tomato_target_spot,tomato,pathogen,Scientific Name (Pathogen),True,Tomato_Target_Spot_RAG.pdf,1
146,"Target spot is a fungal disease that affects all above-ground parts of the tomato plant, including leaves, stems, and fruit. It is particularly problematic in tropical and subtropical regions, or in high-humidity greenhouse environments. It can cause significant defoliation and direct fruit loss.","Tomato Target Spot - Disease Overview: Target spot is a fungal disease that affects all above-ground parts of the tomato plant, including leaves, stems, and fruit. It is particularly problematic in tropical and subtropical regions, or in high-humidity greenhouse environments. It can cause significant defoliation and direct fruit loss. Target spot",['Target spot'],tomato_target_spot,tomato,overview,Disease Overview,False,Tomato_Target_Spot_RAG.pdf,1
147,"Overwintering: Survives in crop debris and has a very wide host range, including many weeds and other crops (like cucumber, papaya, and cotton).","Tomato Target Spot - Causes & Transmission Vectors: Overwintering: Survives in crop debris and has a very wide host range, including many weeds and other crops (like cucumber, papaya, and cotton).",[],tomato_target_spot,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Target_Spot_RAG.pdf,1
148,Tomato Target Spot: Transmission: Spores (conidia) are spread by wind currents and splashing water.,Tomato Target Spot - Causes & Transmission Vectors: Transmission: Spores (conidia) are spread by wind currents and splashing water.,[],tomato_target_spot,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Target_Spot_RAG.pdf,1
149,Tomato Target Spot: Environment: Requires prolonged leaf wetness (over 16 hours) and high relative humidity. Favors warm temperatures (68-82°F / 20-28°C).,Tomato Target Spot - Causes & Transmission Vectors: Environment: Requires prolonged leaf wetness (over 16 hours) and high relative humidity. Favors warm temperatures (68-82°F / 20-28°C). Favors warm Requires prolonged,"['Favors warm', 'Requires prolonged']",tomato_target_spot,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Target_Spot_RAG.pdf,1
150,"Foliar Lesions: Begins as small, pinpoint, water-soaked spots on leaves. These enlarge into circular spots with light brown centers and dark margins. As they grow, they often develop faint concentric rings (resembling a target), sometimes with a yellow halo.","Tomato Target Spot - Symptoms (Early & Advanced Stages): Foliar Lesions: Begins as small, pinpoint, water-soaked spots on leaves. These enlarge into circular spots with light brown centers and dark margins. As they grow, they often develop faint concentric rings (resembling a target), sometimes with a yellow halo. These enlarge",['These enlarge'],tomato_target_spot,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Target_Spot_RAG.pdf,2
151,"Tomato Target Spot: Stem Lesions: Dark brown, elongated lesions form on stems and petioles.","Tomato Target Spot - Symptoms (Early & Advanced Stages): Stem Lesions: Dark brown, elongated lesions form on stems and petioles. Dark brown",['Dark brown'],tomato_target_spot,tomato,symptom,Symptoms (Early & Advanced Stages),True,Tomato_Target_Spot_RAG.pdf,2
152,"Fruit Symptoms: Small, brown, slightly sunken spots develop on green or ripe fruit. As the spots enlarge, they form distinct, sunken target-like rings that eventually lead to deep fruit rot.","Tomato Target Spot - Symptoms (Early & Advanced Stages): Fruit Symptoms: Small, brown, slightly sunken spots develop on green or ripe fruit. As the spots enlarge, they form distinct, sunken target-like rings that eventually lead to deep fruit rot.",[],tomato_target_spot,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Target_Spot_RAG.pdf,2
153,"Canopy Management: Ensure excellent airflow by properly spacing plants, pruning suckers, and removing lower leaves to reduce humidity within the canopy.","Tomato Target Spot - Prevention & Cultural Practices: Canopy Management: Ensure excellent airflow by properly spacing plants, pruning suckers, and removing lower leaves to reduce humidity within the canopy. Ensure excellent",['Ensure excellent'],tomato_target_spot,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Target_Spot_RAG.pdf,2
154,Tomato Target Spot: Water Management: Avoid overhead irrigation; use drip tape. Ensure foliage can dry quickly after morning dew.,Tomato Target Spot - Prevention & Cultural Practices: Water Management: Avoid overhead irrigation; use drip tape. Ensure foliage can dry quickly after morning dew. Avoid overhead Ensure foliage,"['Avoid overhead', 'Ensure foliage']",tomato_target_spot,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Target_Spot_RAG.pdf,2
155,Tomato Target Spot: Sanitation: Remove and destroy all plant debris post-harvest and maintain strict weed control around the growing area.,Tomato Target Spot - Prevention & Cultural Practices: Sanitation: Remove and destroy all plant debris post-harvest and maintain strict weed control around the growing area. Remove and,['Remove and'],tomato_target_spot,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Target_Spot_RAG.pdf,2
156,Fungicides: Preventative spray programs are necessary in high-pressure areas. Protectants like Chlorothalonil and Mancozeb are standard. Systemic fungicides (like azoxystrobin or difenoconazole) are effective but must be rotated to prevent the fungus from developing resistance.,Tomato Target Spot - Treatment & Solutions (Chemical & Biological): Fungicides: Preventative spray programs are necessary in high-pressure areas. Protectants like Chlorothalonil and Mancozeb are standard. Systemic fungicides (like azoxystrobin or difenoconazole) are effective but must be rotated to prevent the fungus from developing resistance. Chlorothalonil and Mancozeb are Preventative spray Protectants like Systemic fungicides azoxystrobin chlorothalonil difenoconazole mancozeb,"['Chlorothalonil and', 'Mancozeb are', 'Preventative spray', 'Protectants like', 'Systemic fungicides', 'azoxystrobin', 'chlorothalonil', 'difenoconazole', 'mancozeb']",tomato_target_spot,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Target_Spot_RAG.pdf,2
157,Tomato Yellow Leaf Curl Virus: Common Name: TYLCV,Tomato Yellow Leaf Curl Virus - Disease Name & Target Crop: Common Name: TYLCV,[],tomato_yellowleaf_curl_virus,tomato,identity,Disease Name & Target Crop,True,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,1
158,Tomato Yellow Leaf Curl Virus: Target Crop: Tomato (Solanum lycopersicum),Tomato Yellow Leaf Curl Virus - Disease Name & Target Crop: Target Crop: Tomato (Solanum lycopersicum) Solanum lycopersicum,['Solanum lycopersicum'],tomato_yellowleaf_curl_virus,tomato,identity,Disease Name & Target Crop,True,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,1
159,Tomato Yellow Leaf Curl Virus: Tomato yellow leaf curl virus (TYLCV) - A Begomovirus,Tomato Yellow Leaf Curl Virus - Scientific Name (Pathogen): Tomato yellow leaf curl virus (TYLCV) - A Begomovirus Tomato yellow,['Tomato yellow'],tomato_yellowleaf_curl_virus,tomato,pathogen,Scientific Name (Pathogen),True,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,1
160,"Tomato yellow leaf curl virus (TYLCV) is one of the most devastating viral diseases of tomatoes worldwide. It causes severe stunting and drastically reduces fruit yield. If plants are infected early in their development, they may produce no marketable fruit at all. There is no cure once a plant is infected.","Tomato Yellow Leaf Curl Virus - Disease Overview: Tomato yellow leaf curl virus (TYLCV) is one of the most devastating viral diseases of tomatoes worldwide. It causes severe stunting and drastically reduces fruit yield. If plants are infected early in their development, they may produce no marketable fruit at all. There is no cure once a plant is infected. Tomato yellow",['Tomato yellow'],tomato_yellowleaf_curl_virus,tomato,overview,Disease Overview,False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,1
161,"Vector Transmission: The virus is transmitted exclusively by the silverleaf whitefly (Bemisia tabaci). When the whitefly feeds on an infected plant, it acquires the virus and can transmit it to healthy plants for the rest of its life.","Tomato Yellow Leaf Curl Virus - Causes & Transmission Vectors: Vector Transmission: The virus is transmitted exclusively by the silverleaf whitefly (Bemisia tabaci). When the whitefly feeds on an infected plant, it acquires the virus and can transmit it to healthy plants for the rest of its life. Bemisia tabaci When the","['Bemisia tabaci', 'When the']",tomato_yellowleaf_curl_virus,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,1
162,"Tomato Yellow Leaf Curl Virus: Non-Vectors: TYLCV is not transmitted through seeds, soil, splashing water, or mechanical contact (handling tools or plants).","Tomato Yellow Leaf Curl Virus - Causes & Transmission Vectors: Non-Vectors: TYLCV is not transmitted through seeds, soil, splashing water, or mechanical contact (handling tools or plants).",[],tomato_yellowleaf_curl_virus,tomato,transmission,Causes & Transmission Vectors,True,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,1
163,"Weed Hosts: The virus and the whiteflies can survive in various weed reservoirs (e.g., nightshade, jimsonweed) when tomatoes are not actively growing.","Tomato Yellow Leaf Curl Virus - Causes & Transmission Vectors: Weed Hosts: The virus and the whiteflies can survive in various weed reservoirs (e.g., nightshade, jimsonweed) when tomatoes are not actively growing.",[],tomato_yellowleaf_curl_virus,tomato,transmission,Causes & Transmission Vectors,False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,1
164,"Stunting: Plants show severe growth stunting, especially if infected when young. The internodes (stem sections between leaves) become very short, resulting in a bushy, compacted appearance.","Tomato Yellow Leaf Curl Virus - Symptoms (Early & Advanced Stages): Stunting: Plants show severe growth stunting, especially if infected when young. The internodes (stem sections between leaves) become very short, resulting in a bushy, compacted appearance. Plants show",['Plants show'],tomato_yellowleaf_curl_virus,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,2
165,"Leaf Symptoms: New leaves are significantly smaller, severely crumpled, and curl strongly upward and inward (cupping). The leaf edges typically show distinct yellowing (chlorosis), while the leaf texture becomes thick and leathery.","Tomato Yellow Leaf Curl Virus - Symptoms (Early & Advanced Stages): Leaf Symptoms: New leaves are significantly smaller, severely crumpled, and curl strongly upward and inward (cupping). The leaf edges typically show distinct yellowing (chlorosis), while the leaf texture becomes thick and leathery.",[],tomato_yellowleaf_curl_virus,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,2
166,"Fruit & Flowers: Infected plants experience heavy flower drop. Any fruit that was already set before infection may ripen normally, but virtually no new fruit is produced.","Tomato Yellow Leaf Curl Virus - Symptoms (Early & Advanced Stages): Fruit & Flowers: Infected plants experience heavy flower drop. Any fruit that was already set before infection may ripen normally, but virtually no new fruit is produced. Infected plants",['Infected plants'],tomato_yellowleaf_curl_virus,tomato,symptom,Symptoms (Early & Advanced Stages),False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,2
167,"Resistant Varieties: Planting TYLCV-resistant or tolerant tomato hybrids (e.g., 'Tycoon', 'Celebrity Plus') is the most effective management strategy in regions where the virus is endemic.","Tomato Yellow Leaf Curl Virus - Prevention & Cultural Practices: Resistant Varieties: Planting TYLCV-resistant or tolerant tomato hybrids (e.g., 'Tycoon', 'Celebrity Plus') is the most effective management strategy in regions where the virus is endemic.",[],tomato_yellowleaf_curl_virus,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,2
168,Whitefly Exclusion: Grow seedlings under fine insect-exclusion netting (50-mesh) to prevent early infection. Use UV-reflective (silver) mulches to disorient and repel whiteflies.,Tomato Yellow Leaf Curl Virus - Prevention & Cultural Practices: Whitefly Exclusion: Grow seedlings under fine insect-exclusion netting (50-mesh) to prevent early infection. Use UV-reflective (silver) mulches to disorient and repel whiteflies. Grow seedlings,['Grow seedlings'],tomato_yellowleaf_curl_virus,tomato,prevention,Prevention & Cultural Practices,False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,2
169,"Tomato Yellow Leaf Curl Virus: Sanitation: Eradicate weed hosts around the field and destroy old, infected tomato crops immediately to break the whitefly lifecycle.","Tomato Yellow Leaf Curl Virus - Prevention & Cultural Practices: Sanitation: Eradicate weed hosts around the field and destroy old, infected tomato crops immediately to break the whitefly lifecycle. Eradicate weed",['Eradicate weed'],tomato_yellowleaf_curl_virus,tomato,prevention,Prevention & Cultural Practices,True,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,2
170,No Viral Cure: Infected plants cannot be cured and should be immediately uprooted and destroyed (bagged or burned) to prevent whiteflies from acquiring and spreading the virus.,Tomato Yellow Leaf Curl Virus - Treatment & Solutions (Chemical & Biological): No Viral Cure: Infected plants cannot be cured and should be immediately uprooted and destroyed (bagged or burned) to prevent whiteflies from acquiring and spreading the virus. Infected plants,['Infected plants'],tomato_yellowleaf_curl_virus,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,2
171,"Vector Management: Control the whitefly population using targeted insecticides (e.g., imidacloprid, spiromesifen), horticultural oils, or insecticidal soaps. Focus treatments on the undersides of leaves where whiteflies congregate and lay eggs.","Tomato Yellow Leaf Curl Virus - Treatment & Solutions (Chemical & Biological): Vector Management: Control the whitefly population using targeted insecticides (e.g., imidacloprid, spiromesifen), horticultural oils, or insecticidal soaps. Focus treatments on the undersides of leaves where whiteflies congregate and lay eggs. Control the Focus treatments imidacloprid spiromesifen","['Control the', 'Focus treatments', 'imidacloprid', 'spiromesifen']",tomato_yellowleaf_curl_virus,tomato,treatment,Treatment & Solutions (Chemical & Biological),False,Tomato_Yellow_Leaf_Curl_Virus_RAG.pdf,2
